review,sentiment
when oh when will someone like anchor bay or blue underground release this on widescreen dvd le orme which i only know because of my rare vintage video collecting habit is a film in my collection that i would not only sit through but actually enjoy watching the fact that klaus kinski is top billed but is only in small parts of the film means little to me though several comments expressed disappointment in his rather limited screen time i cannot say that this is a good horror film a good mystery a sci fi epic or anything of that nature it is simply unclassifiable in the genre sense of things it is more like a confusing frightening though not particularly violent or bloody dream filled with great visuals and mystery it relies on visuals and emotion much like bava s lisa and the devil both films are beautiful in almost every sense but almost impossible to describe in a logical manner they both occur in such a dream like atmosphere don t be deterred by force video s synopsis on the back cover it is infinitely more complex and intriguing than that though force video s release from 1986 the only one in the us that i know of is cropped to full screen on tape even in that format it is still great releasing it remastered and or letterboxed would make it magnificent hint hint dvd companies ,1
i have mixed emotions about this film especially as it compares to its forerunner an american werewolf in london that film had it s funny moments it was still more of horror tale than anything else this updated version now set in paris does not have that edge at all and simply isn t in the same class but it does have some good things going for it that the first film did not have and overall it s still fun to watch so werewolf purists aside most of whom think this film is pure garbage compared to the london version i ll still give it decent marks since i don t care what others think i liked it even though i agree london is better and i prefer that version too the first 30 40 minutes of this movie is strictly played for laughs including a hysterical scene with a balloon in a restaurant it also introduces the lead female character played by julie delpy i don t see enough of this actress she doesn t seem to make that many films or least ones i hear about over here in america this french actress has a face that is classic beauty so the film got points for having her in it and she looks great when the horror starts it can get scary and the special effects are good i also liked the lack of profanity in this film unlike the first one no f words and no lord s name in vain amazing however there are plenty of sexual remarks and there is one scene with a guy running out of bar tied to a cross which was blasphemous to me the soundtrack is heavy metal which isn t appealing to a middle aged guy like me either this film is geared a lot more toward 20 somethings if that helps anyone it s entertaining just don t expect it to live up to the first film ,1
i am a huge robert taylor fan and i have been trying to find all of his films this is one i did not have but i watched it recently on fox movie channel and was very disappointed i know he was a contract player with little control over his scripts but the acting was as bad as the script victor mclaglen was even bad and brian donlevy was almost unrecognizable considering the relations off screen between taylor and stanwyck it was surprising how little chemistry there was on screen between the two of them but the premise of the film was so ridiculous that the president of the u s would order a navy lt to leave the service secretly to hunt down bank robbers and report only to the president that it made it hard to appreciate anything else about the film the death row scenes were entirely unmoving the only thing worse than taylor s acting was stanwyck s singing she got better later in ball of fire thank heavens ,0
chances are is a charming romantic fantasy about a woman cybill shepherd whose husband christopher mcdonald is killed shortly after learning she is pregnant we then see the husband in heaven letting the powers that be know that he was taken too soon and that his wife needs him he is told he can return to earth but not as himself flashforward 19 years where we see shepherd s daughter mary stuart masterson preparing to graduate from college and encountering a young man robert downey jr who it turns out is the reincarnation of her father the film is a little on the predictable side the story goes all the places you expect it to but it is so charmingly played by an energetic cast especially shepherd and downey that you can t help but get wrapped up in the fun shepherd has rarely been seen on screen to better advantage and she and downey are backed by a talented group of character actors in supporting roles a lovely and charming fantasy that will engulf and enchant you ,1
this movie is retarded a cheap movie that tries to be a stoner movie because the characters are looking for pot but none of them are smokers just a bunch of garbage thomas hayden church should not direct anymore especially this movie which is a waste of film people who liked this movie gave good comments but from all the people on here some are just retarded and don t watch movies so they think that any bad movie is good the actors suck and the movie sucks balls i think that many people are going to be upset because this movie tries to make itself look like the ultimate weed movie when it is just the worst movie about weed that i have ever seen i hope that people will stop the director from directing crap like this even weed cannot make this movie funny or entertaining ,0
i ve only seen this film once when it was shown on tv but i can still remember it 15 years later so that must say something about it i thought it was an intelligent look into schooling friendship bullying and the influence it can have leading into adult life the title really refers to how being good or bad at sports can either make you the lowest of the low or you will be tolerated by the cliques within school and even later on into adulthood if you re good at it this is set in a private school in england but it could be anywhere the main character is bad at games seeks revenge in later life which all culminates in a climactic confrontation on a cricket pitch i must admit i was gutted by the ending it was powerful and saddening ,1
i would like to know if the outsiders australian tv series will ever be released on dvd sometime in the future and is the music title theme available on cd there was only one series of 13 episodes of this drama and should have gone on to at least three or even four series in total the young german actor in the series was also in a german tv series called black forest clinic which aired here in the uk with english dialogue superimposed with the lip sync i look forward to hearing any comments from tv industry personnel on the above questions thank you in advance ,1
i thought it was one of the best sequels i have seen in a while sometimes i felt as though i would just want someone to die stanley s killing off of the annoying characters was brilliant it was such a well done movie that you were happy when so and so died my only problem was in some scenes it looked like someone with a home camera was filming it and it was weird judd nelson is cute at least in my opinion and he was excellent in the role as stanley caldwell brilliant movie ,1
this is fantastic everything from the score to when the final credits role this movie is a masterpiece it s genuinely creepy and its effectively hysterical setting is enough to give anyone the creeps it is apparent that the movie was not rushed and that david schmoeller who would later work with fullmoon on the puppet master series had a clear and concise image of what he is trying to direct the professional aspect of the movie is astonishing considering it s relatively low budget it relies on scares without effects mainly due to budget restrictions but still creates a tension filled atmosphere stephen king stated that this was one of his favorite movies and i seriously cannot blame him it s one of my favorite horror movies and always will be this is my favorite fullmoon movie and has been ever since i first purchased a good few years ago money well spent i own both vhs and dvd versions 10 10,1
i m not usually a fan of strictly romantic movies but heard this was good i was stunned easily the most romantic thing i ve ever seen in my life stunning brilliant sweet funny and full of heart the chemistry is flawless as is the writing and directing ethan hawke and julie delphy are so natural and sweet together you really think they re a couple the movies grabs you right away and doesn t let go you can t look away nor can you stop listening to them even the little moments just melt your heart this has jumped into the ranks of one of my favourite ever a masterpiece ,1
this movie is pretty awful but i have some interesting information about it it was filmed in 1976 at northern arizona university in flagstaff az as well as at oak creek canyon near sedona az a good bulk of the extras in the film are then drama students from nau i was a freshman there that year minoring in theatre but for some reason i didn t get involved with the production i did however know several people who did and can supply this rather odd fact there is a scene in this movie where two of the principals as part of their hazing ritual have to run naked into the woods they are seen from behind in the movie doing just that the thing is those aren t the actors at all but two guys i knew from the theatre department the identity of these stunt posteriors will remain anonymous at least to this website unless they decide to um reveal themselves ,0
well where to begin let s just say this avoid this movie at allcosts it s based on a cartoon series the movie makes the cartoon looklike hamlet filled with emasculated actors who seem embarrassed to behere lousy camera work terrible music and enough product placement tomake you want to never visit yahoo again this movie is really thebottom of the barrel to quote the new yorker matthew broderick andrupert everett mug their way through this picture with the gay abandonof men who have spotted a rare species of paycheck in the distance they should pay us some of the millions they earned for watching it awful ,0
this is not a good movie at all i cannot believe that after fifty years this movie gets the national award when there have been such gems from marathi cinema that have been so systematically ignored this is a very overrated movie that got very very lucky it was given the national award harvested the popular opinion and now is going to represent india before the international audience anyone with even a marginal understanding of good quality cinema will know very well that this will not even be nominated at the oscars i cannot understand where to start there are just so many things that are wrong and lacking in this movie that it amazing it even got considered for the national award that this movie is awarded as the best movie to come out this year goes to show the biased judgment of people who hold the reins of indian cinema and the diminutive understanding of the people who blindly appreciate this movie the topic chosen is great it is important that such movies be made but only by people who are able to handle them sandeep sawant does not measure up to the task not even close his direction is jumpy confused there is no clear thought process he tries but is not able to explore the depth of the characters especially the grandfather he is not able to show the initial horror anxiety and then hopeless detachment and yet the insurmountable courage of the grandfather he wastes our time in the hospital when we should have been shown the time pair spend together he is trying to cram in everything without any priorities he does not understand his subject properly and that really counts against him however the cast does not help sawant either worst job amruta shubash she is a terrible actor and a terrible choice for this or any sensible acting job how did she get tee phulrani extremely lucky and or extremely influential and or extremely pitiful casting having said that she goes out of her way to do an even terrible job in this movie her act of the msw should have gone to the more responsible actor sonali kulkarni amruta subhash did not understand it msw s work under constant emotional stress and yet it is important for them to project a calm strong exterior as this is reassuring to the patients amruta subhash s asawari seems even more scared and in need of support than the people she is working for second worst arun nalawade i have never seen a more wooden face in marathi film industry it is abound and everywhere in today s hindi cinema though he is the producer and so he chose himself no second thought no consideration any good actor would have jumped to play this role even if he had to pay the producer s to do it but arun nalawade would not let anyone else do it over ambitious and obtuse he contributes to bring down the movie more than everyone else combined his acting lacks research and even the basic acting skills my choice for this role would be vikram gokhale the music is uninspired the movie is technically lacking it could well have been an ftii project job on the up side brilliant performance by ashwin chitale it is amazing that such a young boy could give such a respectable performance he put many of today s actors to shame unintentionally maybe but he brought his own innocence to his character and that made it a memorable performance also sandeep kulkarni really gave a very believable performance really put in all his efforts and it shows the script too is well written shoestring budget cannot be a valid argument to praise this movie lack of funds dogs all of the marathi movies cricket and hindi movies sponge all the money and the rest are left to fight for the scraps it is a sorry state of affairs but yet not reason enough to praise any immature movie that comes out doghi was brilliant movie and it too was made on a shoestring budget doghi also lacked technically but it was well researched and well made it was abound in details and supported by wonderful performances by everyone and that made it rich cinema why did it not receive the accolades it so very deserved only proves my point of biased judgment lack of research and not of funds is what makes shwaas such a bad movie ,0
the accounts seem real with a human factor added to the mix a lot of sadness i m sure glad that i wasn t him another thing to add is that all the women in this show were not really pretty accounts of the real women but i don t think that it was about the women although it was to jfk jr s passion what a shame any loss of life is a real shame seemed like a good account of his life i recommend it if you are into biographies and melodrama ,1
living in the middle east in israel i was excited when i bought my ticket for syriana having seen the trailer and being a thriller lover i expected to see first of all a fast moving breath catching movie which wisely dips in global policy making and the relation between oil power and corruption from a fresh angle well i almost left the movie in the middle the pace was painfully slow almost all characters were stereotyped the intertwined editing made understanding the logic very difficult but as steve rhodes wrote in his review in the end you don t care save your money save your time choose another movie robi chernitsky,0
i m all for a bad horror movie but this was just a pile of dog sh t how anyone can call this movie cool or decent is beyond me if you like rushed editing to cover the special effects bad acting and a bad script then go for it there was no suspense whatsoever and the gore factor was laughable because it was so fake i ll take hostel or wolf creek over this pile any day my partner gave up after about 20 minutes she knows a stinker when she sees one i on the other hand stupidly sat through the whole movie just to wait and see if it got any better no such luck i haven t sen his other movie torched and i doubt if i ll bother now ,0
the fact that this cruddy series could elicit dozens of comments much less hundreds of votes speaks volumes as to the decline of western or at least american civilization read proust you morons or at least dave barry or calvin and hobbes anthologies chuck norris wrap your brains around the fact that in order to rate or write about this series you d have to have spent minutes nay hours viewing this poor sod treading the boards and spewing lines with less emotional impact than the gal who used to call off the correct time on your local service please don t watch this show spare your few remaining brain cells ,0
when it comes to horror movies i am more than willing to suspend disbelief ignore sub par production values and overlook plot holes in the interest of a good scare this movies simply has no good scares to offer it can t even be enjoyed as camp bad dialogue bad acting bad direction the kills were predictable and poorly staged the music was annoying the camera work was wretched even the costumes were bad i felt really bad for the actors who were obviously trying but who had to deal with terrible contrived dialogue and an obvious lack of direction i doubt they got any rehearsal either it s embarrassing to watch and so boring than making it through to the contrived surprise ending requires tremendous endurance it s quite easily one of the worst movies i ve ever seen i don t normally write reviews but this one was so bad that i felt compelled to warn others this movie is a complete waste of time if you must watch this movie don t miss the making of featurette the writer director seems to be under the impression that making the killer a woman was kind of bold daring move seen it he and the cast spend half an hour deconstructing this film as if it s a new age citizen kane it s like listening to a group of third graders take you behind the scenes of their christmas pageant they truly think they ve created something of substance it s sad really the only reason i gave this movie a 2 is because i think 1 should be reserved for true atrocities like manos hands of fate and space mutiny so american nightmare isn t the worst movie i ve ever seen but i d have to say that it s somewhere in the bottom fifty ,0
we as a family were so delighted with the last of the blonde bombshells we purchased a copy for our home video library the acting is a1 and the cast contains many favorite actors and singers the theme is unusual and the script well written the music songs are timeless and takes us back to our young days when we sang the songs at the top of our voices to outline the story here would spoil the plot as it is really nice to sit back and enjoy the story as it unfolds full marks to this most enjoyable and uplifting production and we heartily recommend it to anyone who is looking for a belly laugh and lots of music ,1
this mess starts off with a real tank running over a car intercut with images of a toy tank this is followed by a family driving home from a birthday party without saying anything the unexplained tank and the untalkative family take up i swear over 10 minutes of film finally the family sees a car after it has been in a wreck and decides to report it to the proper authorities only to find that the citizens of the town are all hiding in their houses and the cops are hiding in the police station interesting almost when the town folk come out due to the family s presence we learn that both the writer and editor are conspiring to substitute suspense with incomprehensible storytelling techniques in the hopes that the audience s inability to tell what s going on will somehow bring unease upon the audience and it works but not in the way they thought it would i was very uneasy with how bad this movie was but not scared at all the dialogue is composed of things that make little sense not in a fun david lynch sort of way but a sort of i walked in during the middle of a boring conversation sort of way over the course of the next hour we learn that the movie makers try to bore us into being afraid by showing tediously mundane scenes combined with the above mentioned what s going on type scenes the plot involves something along the lines of gentle looking old folks putting children into a trance through the power of satan and then bringing them to a party to play with toys and an even more sinister intention and it s up to a group of white men everybody s white in the movie to grab their guns and save the day and a tag a long eye candy woman who whines at the drop of a hat they look for the kidnapped children by looking in random places and yelling the kids names this is a great horror movie for any person who has never seen a horror movie because that person is frightened by the mere thought of satanism paganism wicca or even catholicism due to a lifetime diet of brainwashing from the trinity broadcast network this represents satanism as elderly folks in halloween costumes with candles while mingling at a party in front of an ankh replete with a priest spouting completely made up nonsense about satanists while calling them witches the message that anything that isn t protestantism can be all thrown into the same category for easy condemnation about 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo satanic gibberish corny enough to make a teen goth blush almost always in olde english and sometimes in latin that may or may not be made up words highlights include a guy laughing at the idea of little green men for a solid 3 minutes a family staring out of the windows of their car without talking for 10 minutes while listening to elevator muzak a priest studying satanism for 4 minutes with ooh so scary drawings of demons to scare the church lady crowd random shots of dolls random shots of children paint instead of blood at every chance film school level dream sequences introduces unimportant characters who do nothing before they exit sometimes they act as if the nothing that they re doing is a big deal the directing is sloppy at best an example of the directing includes a scene at the beginning where a man and woman are kissing and the man pulls away to look lovingly into her eyes and some dark red paint falls on her cheek looking up they see that it s not blood but droplets from a girl s snowcone snowcones are ice and colored flavored water and would not have produced droplets of the same texture as paint not to mention the fact that her snowcone was a bright reddish orange hackneyed writing certainly but made even worse by the bad directing it then cuts to an alternate shot of the man woman and girl and shows that she s standing about four feet away from them so the snowcone wouldn t have dripped on the woman even if she d held her snowcone out over the woman s face way to go editor of course the acting is blah the acting by the whole cast could be put on a scale and balanced perfectly between overacting and underacting the director s most offensive technique is to give the actors no motivation and then go out for lunch as the unblinking eye of the camera leers as the actors make fools of themselves and finally after all that we get to an ending that would ve been great had it been handled by competent people and not jerry falwell ,0
look at the all the positive user comments of this movie then check to see how often each one posts user comments they post once it seems companies are probably paying for services which post junk pro movie comments on imdb this movie was awful the plot was stupid the acting was poor the jokes weren t even funny the movie included minor nudity from what looked like porn actresses but none of the other characters it was clear from the first 15 minutes that movie wasn t funny there was some slapstick here and there but most of humor was supposed to be derived from the characters talking behind each other s back and spreading rumors this isn t even done well every joke is obvious and you see it coming the movie is worthy of fast forwarding or better yet not watching i regret watching this movie and if i could charge the studio and distributor for 1 5 hrs they stole from me i would ,0
many teenage sex comedy movies come and go without much fanfare however every so often a movie might come along thats honest funny entertaining and memorable the last american virgin is a special movie that has found its place and has stood the test of time blending all four ingredients this film follows three friends gary rick and david the big apple misadventures into the world of first time sex and true love along the way they learn hard lessons and the value of true friendship we follow hopeless romantic gary the main character on his quest to win over the girl of his dreams which leads him down an uncertain road with a surprise twist at it s ending if you haven t been lucky enough to see this movie yet by all means take a look sprinkled with many memorable 80s songs throughout the movie to keep things moving at an even pace l a v truly is an original film a rarity among films of it s genre ,1
this is according to me a quite bizarre movie with a lot of humor in it i wouldn t say that it is very scary but more fun i guess that is if you like horror movies scarecrow kind of remembered me of children of the corn but still not if you compare these two movies this is much more fun to watch =),1
here italy i write from venice why cancelated the abc should have given it a chance to build an audience the cast w hope davis campbell scott erika christensen zoe saldana jay hernandez and bridget moynahan is one of the best i ve seen in recent we need more shows like this that makes viewers feel like they are intelligent individuals not mindless drones i hope that abc will reconsider its decision or another station will pick it up please sign online petition to abc http www petitiononline com gh1215 petition html please sign online petition to abc http www petitiononline com gh1215 petition html,1
disney the film name that once stood for all things innocent and suitable for all ages has finally started to realise that to survive it needs to become more diverse such diversity has been very apparent in the last couple of years films like tarzan and the emperor s new groove have made an attempt to move away from the traditional song driven routine of disney s past and into new uncharted territory atlantis is the boldest step yet but we have to remember this is still disney the first ever serious film to come out of disney s animation studio is a major achievement for them in fact it s so serious it makes it into pg territory perhaps why a lot of families were scared off from seeing it this past summer but despite the more mature subject matter this is still a film that disney wanted to draw in the families with not just mature audiences so the plot had to be kept simple enough for children to understand but interesting enough to take it away from the realms of the little mermaid et al so what we get is actually a potentially detailed plot unfortunately suffering the blow of being condensed into a 96 minute movie ultimately this is an action film about atlantis not about the exposition preceding it so we are whisked through the first half hour with as many sequences bombarding the screen as is possible without losing coherency suspend your disbelief of how the characters get from point a to point b so quickly you re unlikely to find an animated film that detailed coming out of hollywood if you want epic levels of detail in the plot turn to james cameron s titanic both films feature a boat in some manner and let s talk about love shall we yes as with a lot of films the lead male one milo thatch a bumbling archaeologist and lead female kida the clichéd atlantian princess are set to fall in love with each other but what i found was not as clichéd as i was expecting by film s end for once the characters touching feeling kissing sequence was far more subdued there s various points in the film where the attraction grows but it s just not in the ballpark of say the little mermaid a good thing you may have grasped that this is a rather clichéd film correct you have your leading hero and heroine backed up by more than half a dozen crew members who go on the expedition all being given their moments during the film numerous other characters appear take up the few minutes of screentime then disappear it doesn t take a genius to do the maths a 96 minute film with a focus on action and visuals and with a considerable cast has very little time to expand the characters to any major extent so what does it rely on clichés and lots of them every character emulates something that has been done a thousand times before you have the bumbling scientist the attractive princess the square jawed colonel the rich eccentric the maniacal sleazebag the russian femme fatale need i go on i don t know why this got to anyone i found the tongue in cheek nature of this film quite amusing alright this is meant to be a serious flick but do you really expect disney to give up every single trait of their history at least the writers have tried to come up with consistently witty dialogue and sometimes it even is a little inspired but in the end it s those big stunning visuals that put the icing on this cake the cgi animation is truly amazing in places and doesn t dwarf the characters which was a flaw that let the recent titan a e down speaking of characters disney hired an outside comics industry artist to create the designs bringing an anime style to the film infact the visual presentation of the film as a whole owes a lot to anime much more so than any previous disney outing this resulted in a conflict with fans of the japanese anime nadia for the film s overall similarities with said cartoon series having not seen this anime i can t comment with picture there is sound gary rydstrom heads up the sound team and what a soundtrack from the opening shot the sound stage is alive and is a treat james newton howard treats us to a dynamic musical score which compliments the film in every way never sounding out of place and always helping to build the tension or subdue it perhaps i missed the point of what the creators intended to me the film conveys that it s an adventure thrill ride albeit with a more serious tone than any disney film before it if you don t like the clichéd tongue in cheek attitude then perhaps the effort that has been poured into the visuals will delight heck at least the mythology is far more correct than can be said about other disney efforts cough hercules cough this is a positive 10 out of 10 review from someone who was blown away by this film i always suspend my disbelief with any animated film after all the laws of the real world are more than frequently broken in the cartoon medium so sit back enjoy the ride and perhaps everyone can find something to enjoy about this film ,1
this quirky and watchable film is the story of a deluded dentist who starts out on his mission or crusade to fight tooth decay in the back and beyonds of patagonia hailing from northern ireland via new jersey the main character fergus sees his crusade as a mission of mass importance and approaches it with all the enthusiasm vitality discipline and attention to detail one would expect from a trained dentist which adds to the hilarity as his grand plans unravel and gradually fall to pieces as he goes from disaster to debacle in the patagonian outback on the back of a customised motor bike or his er mobile dental unit we never get to meet his wife nor the rich philanthropist who is sponsoring the ill fated mission but we do get a solid display from lewis fans of his work will not be disappointed with his very believable performance as the deluded dentist who is gallantly adored by the innocent but sexy 18 year old female lead who tags along on for the ahem ride this film is not for everyone and i can understand why it wasn t pushed by the suits it s a low budget sometimes charming always disarming mildly amusing and instantly forgettable film that sets out with low expectations and almost succeeds ,0
bad bad bad those three lines sum up this crappy little film that can only attract idiot children and their parents to the cinema and its 1 movie in america what is this country thinking mike myers looking more like micheal jackson some chineese lady that falls asleep within 3 minutes a lame plot with dirty jokes it s grotesuque and awful when green eggs and ham comes out in 2005 i ll be so happy not eddie murphy and tracy morgan will probably play two hipsters trying to find the lost green eggs and ham they ll try to chase sam i am and that mean guy who are running away with it i hope they don t ruin the classic book don t waste time and money by seeing this ,0
okay so maybe the acting wasn t bad but i am typing this review as a public service to prevent anyone else who happens upon the intriguing beginning of this telefilm from throwing away two hours of their life waiting for some plot development that will never come the chief investigator has a gut feeling who did away with the missing marine officer guy and few people other than uninvolved bystanders and the accusee seem to dispute her so what is the point of staying with this drama beats the heck out of me i kept thinking or hoping there would be some sort of plot twist or new revelation but none was forthcoming in summary i cannot think of a single reason to sit and watch this pointless tv movie based on a true story or not ,0
boring cliched and predictable the only original bit was the brighton location for gangsters it is certainly no lock stock etc hannah was likeable in sliding doors in circus i developed no empathy with his character and couldn t give a toss what happened to either him or his girlfriend although this movie was so cliched and predictable the ending was no surprise i was so uninterested i didn t even care why the movie was given the name circus booooring don t visit this big top ,0
well this may be one of the worst movies ever but atleast there are some nice t ts in it the movie is a very bad spoof of the blair witch project and should be watched only by those wanting to see some t ts and no point other than to flaunt them ,0
i really should have learned more about this movie before renting it it was one of those movies where you keep watching it figuring it s got to get better then when it ends you feel stupid for having wasted precious time in your life that you can never get back ice t did his bad guy thing and well that was the highlight of the evening the pictures of the shuttle looks like it was done with a little toy inside of a box and the spacewalking scenes were funny because you could see the strings attached to the space suits the script was lacking and the car chase scene with the guy bleeding and going unconscious was incredible because he drove better than i could have on one of my best days all in all i have seen worse but this sure isn t one i d recommend or want to remember ,0
freddy krueger the dream stalker from elm street returns the great character actor robert englund is back in this sequel of nightmare 5 dream child i hope i got the number correctly there s been so many and this one is one of the best especially for the cameos by rosanne barr then arnold tom arnold johnny depp who did the very first nightmare in 84 alice cooper singer you will see freddy as a tormented child a teenager who loves pain and as a family guy creepy the effects are very funny and creative the cast also includes lisa zane billy s sister breckin meyer road trip yaphet kotto alien live and let die and amanda donahue father knows best i was one of the people 3who saw this in 3d well the ending i love 3d movies i missed the first 3d wave in 1953 i wasn t even born yet the second wave was in 1983 i like all the freddy movies this one stands out as one of the better ones not counting the first which was absolutely brilliant freddy became the new monster of the 80s and 90s along with jason voorhees chucky micheal myers and leather face can you imagine a film with all of them i recommend this to all freddy fans and horror fans alike that freddy is such a cut up 8 out of 10 ,1
i still can t describe what to feel when i received this by the fnac site such a rare movie so little spoken and known is difficult to find even to fans but the contrast betwen past and present is devastating now i hold a dvd of the movie with the finest quality possible as i did in atlantis the other rare besson movie i bought by the internet i saw this one at home with all the lights of my dvd and tv turned off and marveled at the experience i didn t know what to expect wickedly i always searched some kind of disappointment when i saw a film by luc besson i never had seen before but it never came this movie was no exception from the start i understood that the person who makes a film like this as a first feature is destined to be big in the future and so it happened this won several prizes including the highest prize in a film festival of my country which makes me proud and it shows that this movie is preparating many bigger things this may be the most original after the war movie i have ever seen beating mad max in originality and artistic feel there is not a problem with this movie its cinematography is genius as well the perfomances of the actors i am also proud to say that finally i saw all the movies of my favorite director and have a copy of almost all of them joan of arc is still waiting for me to buy the dvd this movie is most of all a work of style and dedication which makes clear why luc besson is a director of my choice good taste beautiful framing excellent use of music i also marveled at eric serra s first feature length score and the promise of great achievements gaumont did well to bet in its boy genius the man who would later change the face of france s and europe s relation between movies and their public let s hope besson starts working in a new directorial project i will be the first to cheer it until then i recommend this movie to anyone who need to learn a lesson of how good movies are made with little money i loved the atmosphere of the movie which by its black and white cinematography suggests us an even more depressed view of the world after the holocaust this movie works by the sheer magic of movies showing in pictures what we can t explain by words and i m with all the people who wrote comments to this movie and liked it good choice a great hug to everyone who sees this and feels that a little of their lives were changed ,1
i was lucky enough to see this at this years tribeca film festival i was stunned by how well made and how entertaining this wonderful little film was director griffin dunne has done a great job assembling this film that has several characters and several story lines that blend so smoothly and seamlessly the main story involves the family and it is very thought provoking and entertaining story that involved the viewer in every scene the film as a whole has credibility and integrity yet still has that commercial edge an indie movie for the masses if you like the performances by the cast are all excellent but it is diane lane who shines the brightest diane lane is simply sensational in this wonderful film and should be oscar nominated early days i know but lane acts her socks off here ,1
i watched this last night on sundance altman must be the most hit or miss director of note ever this show despite its star power is utterly non compelling and its political insights which i as a proud liberal in no way disagree with are shallow and clunky and seem ripped from the headlines of usa today despite the fact it s coming out of the mouth of someone as esteemed as mario cuomo the drama as such is not very dramatic and the comedy is not funny the only points of interest really are seeing how new yorkers live their lives and the loyalty of a cast and crew to reassemble a show that keeps insisting has some cult following from 1988 sometimes it seems like altman s sole contribution to cinema has been the art of having all your actors talk at once the effect of which is one feels depressingly like they re a stranger at a wedding ,0
this movie should have been billed as three movie summaries linked together to form a full length feature film including lots of shots of people slowly walking down dark corridors and streets be warned the first hour of this movie is simply a re hash of the first two aztec movies as told by the main character the actual movie doesn t start until the thing is almost over i must say the overacting on the part of the bat is quite hilarious as for the robot i thought a robot was a mechanical device that may or may not resemble a human the bat s robot consists of a radioactive reanimated corpse encased in a lead robot body as tom servo put it he s not that impressive he doesn t even have knees that and it takes the robot about an hour just to lumber across the room but once he catches you watch out he ll disintegrate you with a touch powered by radium pluh ease this is a great movie when accompanied by joel and the bots otherwise you re just a glutton for abuse ,0
god bless randy quaid his leachorous cousin eddie in vacation and christmas vacation hilariously stole the show he even made the awful vegas vacation at least worth a look i will say that he tries hard in this made for tv sequel but that the script is so non funny that the movie never really gets anywhere quaid and the rest of the returning vacation vets including the orginal audrey dana barron are wasted here even european vacation s eric idle cannot save the show in a brief cameo pathetic and sad actually painful to watch christmas vacation 2 is the worst of the vacation franchise ,0
this movie is a picture perfect action drama and thriller every scene has you sucked in i watched this movie and was amazed by how many talented actors were in the movie damian chapa especially was great he played his role perfectly the story was made for these actors the characters make the movie so realistic this movie very simply gets an a plus from me definitely watch this film it compares with scarface but has a more in depth story this movie not only gives you a good picture of the gangster life but it also gives you the characters emotions and at the end you really feel for the main character watch this film ,1
if this was the best dutch cinema had to offer these years my worst fears have come true i have never even in dutch movies seen worse acting i couldn t get myself to watch it for more than 40 minutes so if that s the cause of me missing the genius so be it ,0
in its way mister foe originally and more appropriately titled hallam foe i can t see addressing its title character as mister is a tribute to good acting both jamie bell as hallam a physically attractive voyeur creep and sophia myles as kate his kinky partner in sex and fantasy romance are convincing the problem comes when you try to connect their roles to anything that happens in real life a young man who spies on the intimate details of people s lives the way hallam does would be deservedly beaten to a pulp and a woman in kate s situation would be repulsed and frightened she would probably call the police these things are not however what happens in the movie poor hallam s mother has died and his father married a woman with whom he s been having an affair hallam of course hates his stepmother and lets he know it she has sex with him kate s some kind of an employment person who places hallam in a dish washing job and plays sexual games she looks like his birth mother it all ends happily with hallam resolving his issues forty some years ago the play and brilliantly acted movie who s afraid of virginia woolf had a similarly optimistic ending with characters becoming wiser and better after tearing each other apart the trouble is it doesn t always work that way especially when nobody really cares in virginia woolf the ending s plausible because of the intensity of the emotional revelation in mister foe the emotional revelation never really happens ,0
oh my god this is without a doubt the absolute cheesiest movie i have ever seen the acting is bad the story is weak the characters are weaker and the whole film just doesn t make sense couple this with mediocre directing really strange scenes such as the one where the kid reaches over the ravine and mysteriously falls in and thoroughly abysmal dialog look musta peed his pants and you get one complete failure not to mention the fact that the only thing mr atlas looks like he could defeat is a case of chocolate bars but this is part of the movie s charm sit down and watch it with a few of your friends for a good laugh i love this movie because it s just so bad ,0
